Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0,0,0.01,,,,,Dreamcatcher,E
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.19,0.26,0.02,0.04,,,,,"",""
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,81,15,8.4,17,Acclaim Studios Austin,E
Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0,0,72,33,,,Codemasters,E
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,81,53,8.8,24,Midway,M
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,82,30,7,37,Visual Concepts,E
Ice Age,GBA,2002,Action,Ubisoft,0.27,0.1,0,0.01,47,11,,,Artificial Mind and Movement,E
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,0,0,0.1,0,,,,,"",""
Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,,,,,"",""
Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.66,0.04,0,0.05,,,,,Kouyousha,T
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0,0,,,,,Amaze Entertainment,E
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,,,,,Crave,E
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,51,8,,,Artificial Mind and Movement,E10+
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,56,20,6.6,28,Creat Studios,T
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,65,19,5.8,8,Acclaim Studios Manchester,M
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.02,,,,,TT Fusion,E10+
Kung Fu Panda,DS,2008,Action,Activision,0.56,0.56,0,0.14,,,,,"",""
Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,72,34,8.6,9,Rocksteady Studios,M
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0,0.36,80,18,6.7,87,Traveller's Tales,E10+
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,80,88,6.5,604,Lionhead Studios,M
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,0.24,0.19,0,0.06,,,6.6,10,Blitz Games,E
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,,,,,Destineer,E
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.08,0,0.02,,,,,"",""
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0,0,,,,,"",""
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,79,73,8.1,1116,MachineGames,M
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0,0.06,0,0,51,4,,,Little Orbit,E
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0,0,71,28,9.2,27,Deadline Games,M
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0,0,,,,,"",""
Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,,,,,"",""
NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0,0,82,12,8.4,5,Midway,E
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,53,19,6.1,8,WinkySoft,E10+
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,,,,,"",""
The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,0.41,0.27,0,0.07,,,,,"",""
Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,,,,,"",""
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0,0.03,61,17,8,28,EA Games,E10+
Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0,0.01,66,30,6.3,6,Bionic Games,T
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.03,,,,,"",""
Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0,0,0.09,0,,,,,"",""
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,,,,,FUN Labs,E
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,,,4.2,5,Collision Studios,T
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0,,,,,"",""
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0,0,26,8,3.7,6,Gameness Art Software,T
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,32,11,4.6,10,Left Field Productions,E
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,,,,,"",""
Madden NFL 2003,GBA,2002,Sports,Electronic Arts,0.44,0.16,0,0.01,76,5,,,BudCat,E
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,71,20,7.9,23,Gearbox Software,M
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,80,47,6.9,106,Square Enix,E10+
WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,,,,,"",""
Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,,,,,"",""
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,63,11,,,Infinite Interactive,E
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,90,5,6.8,130,Visual Concepts,E
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0.15,0,0.05,89,7,6,96,Vicarious Visions,E10+
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,88,69,8.3,225,Ubisoft Montreal,M
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,63,27,4.3,95,Tilted Mill,E10+
Godzilla: Domination!,GBA,2002,Fighting,Atari,0.2,0.07,0,0.01,,,,,"",""
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,83,29,6.2,16,EA Sports,E
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,64,29,7.3,13,Konami Software Shanghai,E10+
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,86,14,7.7,255,Square Enix,T
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,,,,,"",""
TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0,0.24,0,0.02,,,,,"",""
Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0,0,69,31,4.6,17,Reflections Interactive,M
Girl Time,DS,2009,Simulation,THQ,0.11,0,0,0.01,,,,,THQ,E
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0,0.01,,,,,High Voltage Software,E
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,92,27,8.3,48,EA Tiburon,E
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,61,11,8,6,Mass Media,E
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,69,64,6.1,29,Codemasters,M
Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.25,0,0,0.02,,,,,Mastiff,T
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0,0.04,94,76,7.2,139,Criterion Games,T
Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,,,,,"",""
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,72,19,5.8,4,"Tetris Online, Inc",E
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,60,29,7.7,18,Idea Factory,T
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0,0,0.01,53,19,8.1,14,Hydravision,M
Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0,0.08,,,,,"",""
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,66,24,9.1,14,Page 44 Studios,E
Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0,0,0.11,0,,,,,"",""
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.15,0,0,0.01,49,5,5.8,32,EA Canada,E
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,83,33,7.1,47,Nippon Ichi Software,T
Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0,0,,,,,"",""
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,76,34,8,20,h.a.n.d. Inc.,E10+
Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,,,,,Inti Creates,T
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,70,15,8.7,12,Tecmo,E
Ben 10 Galactic Racing,PS3,2011,Racing,D3Publisher,0.06,0.02,0,0.01,,,,,Monkey Bar Games,E
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0,0,0.01,,,,,Ubisoft,E
Guitar Hero Live,PS3,2015,Misc,Activision,0.11,0.12,0,0.04,,,5.1,22,"Activision, FreeStyleGames",T
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,54,23,6.5,4,Midway,E
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0,,,,,"",""
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0,0,,,,,"",""
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,64,51,7.6,60,High Voltage Software,T
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0,0.07,78,23,8.3,8,Midway,E
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0,83,20,8.5,20,Capcom,T
Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,Activision,0.23,0.02,0,0.16,,,4.6,15,n-Space,T
NHL 16,XOne,2015,Sports,Electronic Arts,0.38,0.05,0,0.05,80,18,6,81,"EA Sports, EA Canada",E10+
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0,0,0.23,0,,,,,"",""
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,67,35,7.5,73,Koei,T
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,70,29,8.6,5,"Orbital Media, Inc.",E10+
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0,0,0.02,0,,,,,"",""
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,0.07,0.14,0.11,0.02,,,,,"",""
Demon Chaos,PS2,,Action,Konami Digital Entertainment,0,0,0.09,0,,,,,"",""
SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.01,,,,,"",""
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,,,,,"",""
Treasure World,DS,2009,Simulation,Aspyr,0.18,0,0,0.01,68,14,,,Aspyr,E
Game Hits!,DS,2010,Misc,Foreign Media Games,0.07,0.01,0,0.01,,,,,"",""
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.98,0.06,0,0.19,80,32,5.6,136,EA Sports,E
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,55,38,7.5,13,Velez & Dubail,T
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0,0.02,,,,,SuperVillain Studios,E10+
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0,0.01,61,28,5.1,19,Cyanide,T
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,81,28,5.8,18,2K Sports,E10+
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,,,,,"",""
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,,,,,"",""
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0,0,0.04,0,,,,,"",""
NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,,,,,"",""
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,89,19,7.9,9,KCET,E
R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0,0.01,0.01,69,29,6.5,6,Irem,E10+
Virtua Quest,PS2,,Role-Playing,Unknown,0.01,0.01,0,0,53,17,7.6,5,Artificial Mind and Movement,T
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,51,7,3.6,16,Argonaut Games,E
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,67,7,,,Taito Corporation,E
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,,,,,"",""
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,59,31,7.3,49,"Koei, Omega Force",T
Just Dance Wii,Wii,2011,Misc,Nintendo,0,0,0.73,0,,,,,"",""
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,92,44,9.1,200,Nintendo,E
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0,0,58,12,8.7,7,Tate Interactive,E
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.17,0.13,0,0.04,,,,,"",""
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,75,38,6.9,12,Firebrand Games,E
Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,92,18,9.2,69,Neversoft Entertainment,T
Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,,,,,"",""
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,82,24,8.3,307,Black Box,E
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,0.27,0,,,,,"",""
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,77,4,7.9,8,Blitz Games,E
Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.23,0.01,0.1,63,30,6.3,26,Ubisoft Montreal,T
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,0.07,0,,,,,"",""
Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0,91,34,8.2,490,BioWare,T
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0,0,0.15,0,,,,,"",""
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0,0.02,63,33,7.2,19,Gaming Minds Studios,T
Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0,0,0,,,,,Starfish,E
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.03,0,0,,,,,"",""
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,77,13,8.5,23,Tecmo,E
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,74,17,8.9,10,Koei,E
Tournament Pool,Wii,2009,Sports,Destineer,0.1,0,0,0.01,,,,,Destineer,E
Mega Man X Collection,PS2,,Misc,Unknown,0.12,0.09,0,0.03,73,23,8.8,14,Capcom,E
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,90,13,8.7,31,Codemasters,E
Sega Bass Fishing,DC,1999,Sports,Sega,0,0,0.09,0,,,,,"",""
Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,63,55,9.1,88,Cavia Inc.,M
NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,,,,,"",""
Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,,,,,"",""
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,80,26,8.1,25,"Team 17, Two Tribes",E10+
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,88,65,9.1,58,Oddworld Inhabitants,T
Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0,0.02,,,,,"",""
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,71,20,6.8,44,Tamsoft,T
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,61,26,,,Edge of Reality,E10+
CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0,0.01,,,,,"",""
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,94,23,7.9,46,EA Sports,E
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01,,,,,"",""
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0,0,0.24,0,,,,,"",""
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0,0.01,55,23,6.1,7,Digital Embryo,E
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,,,,,"",""
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.14,0.12,0,0.08,65,46,8.3,28,Sony Online Entertainment,T
National Geographic Challenge!,X360,,Misc,Unknown,0.06,0,0,0,,,,,"",""
Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0,0,0,65,7,,,Full-Fat,E
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,70,20,8.6,11,Krome Studios,E
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,88,56,7.9,815,Arkane Studios,M
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,75,40,7.9,1295,Techland,M
The Seven Deadly Sins: Unjust Sin,3DS,2015,Adventure,Namco Bandai Games,0,0,0.08,0,,,,,"",""
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,60,21,8,9,EA Canada,E
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,52,26,8.5,14,Adrenium,T
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,29,7,4.6,7,Midway,E
Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01,,,,,Blitz Games,E10+
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,60,37,6.4,77,Piranha Bytes,M
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,,,,,"",""
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,,,,,"",""
Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0,0.01,,,,,"",""
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,,,,,Destineer,E
Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,0.19,0,,,,,"",""
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,79,44,6.2,85,Capcom,T
Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,,,,,"",""
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,75,16,7.6,39,Electronic Arts,T
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,26,4,2.2,20,Panic Button,T
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,0.14,0.1,0,0.02,,,,,"",""
Game Book DS: Sword World 2.0,DS,2009,Role-Playing,Broccoli,0,0,0.01,0,,,,,"",""
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,,,,,"",""
Konami Krazy Racers,GBA,2001,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0,78,9,,,KCEK,E
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,,,,,"",""
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,0.23,0.02,0,0,,,,,"",""
Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0,0.08,82,45,4.5,4533,BioWare,M
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,,,,,"",""
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,72,10,8.3,7,T&E Soft,E
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.13,0.14,0,0.05,,,,,"",""
How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0,0.02,51,18,7,6,Etranges Libellules,E10+
Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.06,0,0.01,,,6.9,7,TT Games,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,72,29,8.4,71,Spike,T
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,37,33,3,40,Nfusion,T
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,59,34,7.9,16,Page 44 Studios,M
StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,88,15,9.1,813,Blizzard Entertainment,T
Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,,,,,"",""
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,73,13,7.5,8,SCEE London Studio,E10+
Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0,0,,,,,"",""
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,58,22,6,8,Planet Moon Studios,E
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.04,0.28,0.01,0.09,,,,,"",""
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0,0.02,95,16,7.5,22,Vicarious Visions,E
Solaris,2600,1986,Shooter,Atari,0.35,0.02,0,0,,,,,"",""
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,82,15,8.7,11,Konami,T
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,94,87,8.7,1472,Rocksteady Studios,T
Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0,0.04,0,0.01,,,,,"",""
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,,,7,7,Harmonix Music Systems,E10+
NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,,,7.3,8,EA Sports,E
Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0,0,0.01,,,,,"",""
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,"",""
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4.1,1.89,1.45,0.16,,,,,"",""
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,48,13,,,Collision Studios,E10+
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.1,90,62,6.9,2981,Creative Assembly,T
Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.01,0,0,0,,,,,"",""
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,78,27,7.4,41,Computer Artworks,M
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,,,,,"",""
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04,,,,,"",""
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,91,27,9,27,Neversoft Entertainment,T
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,51,21,7,6,7 Studios,M
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,62,10,,,Griptonite Games,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0,0.01,62,4,8.8,8,Digital Eclipse,E
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,0.03,0,,,,,"",""
Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0,0,80,16,7.8,5,Smilebit,E
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0,0.02,57,27,5.8,19,Ubisoft,E10+
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,73,23,7.3,21,Visual Concepts,E10+
Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0,0.02,73,26,,,"Asmik Ace Entertainment, Inc",T
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0,0.33,0,0.05,81,52,7.7,519,Ensemble Studios,T
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,73,34,9.1,23,Monster Games Inc.,T
Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01,70,22,,,Rainbow Studios,E
Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,,,,,"",""
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.04,0.01,0,0,,,,,"",""
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0,0.01,53,19,5.2,5,Paradigm Entertainment,T
Kisuato,PSV,2015,Adventure,TGL,0,0,0.03,0,,,,,"",""
Puppy Palace,DS,2008,Simulation,Ubisoft,0.35,0,0,0.03,,,,,Ubisoft,E
